artist,convertedManaCost,loyalty,manaCost,name,power,prices/paper/2019-07-14,rarity,text,toughness,type,,
Kieran Yanner,4,,{2}{G}{U},Prime Speaker Vannifar,2,4.65,mythic,"{T}, Sacrifice another creature: Search your library for a creature card with converted mana cost equal to 1 plus the sacrificed creature's converted mana cost, put that card onto the battlefield, then shuffle your library. Activate this ability only any time you could cast a sorcery.",4,Legendary Creature — Elf Ooze Wizard,,
Kieran Yanner,3,,{3},Orazca Relic,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
{T}: Add {C} to your mana pool.
{T}, Sacrifice Orazca Relic: You gain 3 life and draw a card. Activate this ability only if you have the city's blessing.",Artifact,,0.17,common,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
{T}: Add {C}.
{T}, Sacrifice Orazca Relic: You gain 3 life and draw a card. Activate this ability only if you have the city's blessing.",,Artifact
Kieran Yanner,2,,{1}{R},Storm Fleet Swashbuckler,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Storm Fleet Swashbuckler has double strike as long as you have the city's blessing.",Creature — Human Pirate,2,0.25,uncommon,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Storm Fleet Swashbuckler has double strike as long as you have the city's blessing.",2,Creature — Human Pirate
Kieran Yanner,6,,{6},The Immortal Sun,"Players can't activate planeswalkers' loyalty abilities.
At the beginning of your draw step, draw an additional card.
Spells you cast cost {1} less to cast.
Creatures you control get +1/+1.",Legendary Artifact,,20.9,mythic,"Players can't activate planeswalkers' loyalty abilities.
At the beginning of your draw step, draw an additional card.
Spells you cast cost {1} less to cast.
Creatures you control get +1/+1.",,Legendary Artifact
Kieran Yanner,3,,{2}{B},Voracious Vampire,"Menace
When Voracious Vampire enters the battlefield, target Vampire you control gets +1/+1 and gains menace until end of turn.",Creature — Vampire Knight,2,0.15,common,"Menace
When Voracious Vampire enters the battlefield, target Vampire you control gets +1/+1 and gains menace until end of turn.",2,Creature — Vampire Knight
Kimonas Theodossiou,4,,{3}{W},Ledev Guardian,2,0.15,common,Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of the creature's color.),4,Creature — Human Knight,,
Kimonas Theodossiou,4,,{3}{G},Gruul Beastmaster,2,0.22,uncommon,"Riot (This creature enters the battlefield with your choice of a +1/+1 counter or haste.)
Whenever Gruul Beastmaster attacks, another target creature you control gets +X/+0 until end of turn, where X is Gruul Beastmaster's power.",2,Creature — Human Shaman,,
Kirsten Zirngibl,0,,,Izzet Guildgate,,0.15,common,"Izzet Guildgate enters the battlefield tapped.
{T}: Add {U} or {R}.",,Land — Gate,,
Kirsten Zirngibl,0,,,Izzet Guildgate,,0.15,common,"Izzet Guildgate enters the battlefield tapped.
{T}: Add {U} or {R}.",,Land — Gate,,
Lake Hurwitz,2,,{1}{R},The Flame of Keld,,0.38,uncommon,"(As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.)
I — Discard your hand.
II — Draw two cards.
III — If a red source you control would deal damage to a permanent or player this turn, it deals that much damage plus 2 to that permanent or player instead.",,Enchantment — Saga,,
Lake Hurwitz,1,,{B},Dead Weight,,0.15,common,"Enchant creature
Enchanted creature gets -2/-2.",,Enchantment — Aura,,
Lake Hurwitz,4,,{2}{R}{W},Hammer Dropper,5,0.15,common,"Mentor (Whenever this creature attacks, put a +1/+1 counter on target attacking creature with lesser power.)",2,Creature — Giant Soldier,,
Lake Hurwitz,5,,{3}{U}{U},Ral's Dispersal,,0.47,rare,"Return target creature to its owner's hand. You may search your library and/or graveyard for a card named Ral, Caller of Storms, reveal it, and put it into your hand. If you search your library this way, shuffle it.",,Instant,,
Lake Hurwitz,2,,{1}{G},Ixalli's Keeper,2,0.15,common,"{7}{G}, {T}, Sacrifice Ixalli's Keeper: Target creature gets +5/+5 and gains trample until end of turn.",2,Creature — Human Shaman,,
Lake Hurwitz,4,,{3}{W},Pious Interdiction,,0.15,common,"Enchant creature
When Pious Interdiction enters the battlefield, you gain 2 life.
Enchanted creature can't attack or block.",,Enchantment — Aura,,
Lake Hurwitz,3,,{2}{U},Aviation Pioneer,1,0.15,common,"When Aviation Pioneer enters the battlefield, create a 1/1 colorless Thopter artifact creature token with flying.",2,Creature — Human Artificer,,
Lake Hurwitz,7,,{7},Meteor Golem,3,0.3,uncommon,"When Meteor Golem enters the battlefield, destroy target nonland permanent an opponent controls.",3,Artifact Creature — Golem,,
Lake Hurwitz,5,,{3}{G}{G},Biogenic Ooze,2,5.5,mythic,"When Biogenic Ooze enters the battlefield, create a 2/2 green Ooze creature token.
At the beginning of your end step, put a +1/+1 counter on each Ooze you control.
{1}{G}{G}{G}: Create a 2/2 green Ooze creature token.",2,Creature — Ooze,,
Lake Hurwitz,5,,{3}{B}{R},Angrath's Fury,"Destroy target creature. Angrath's Fury deals 3 damage to target player. You may search your library and/or graveyard for a card named Angrath, Minotaur Pirate, reveal it, and put it into your hand. If you search your library this way, shuffle it.",Sorcery,,0.45,rare,"Destroy target creature. Angrath's Fury deals 3 damage to target player or planeswalker. You may search your library and/or graveyard for a card named Angrath, Minotaur Pirate, reveal it, and put it into your hand. If you search your library this way, shuffle it.",,Sorcery
Lars Grant-West,5,,{4}{G},Mammoth Spider,3,0.15,common,Reach (This creature can block creatures with flying.),5,Creature — Spider,,
Lars Grant-West,2,,{B}{G},Glowspore Shaman,3,0.25,uncommon,"When Glowspore Shaman enters the battlefield, put the top three cards of your library into your graveyard. You may put a land card from your graveyard on top of your library.",1,Creature — Elf Shaman,,
Lars Grant-West,4,,{3}{W},Looming Altisaur,1,0.15,common,,7,Creature — Dinosaur,,
Lars Grant-West,3,,{2}{W},Territorial Hammerskull,2,0.18,common,"Whenever Territorial Hammerskull attacks, tap target creature an opponent controls.",3,Creature — Dinosaur,,
Lars Grant-West,5,,{3}{U}{U},Salvager of Secrets,2,0.15,common,"When Salvager of Secrets enters the battlefield, return target instant or sorcery card from your graveyard to your hand.",2,Creature — Merfolk Wizard,,
Lars Grant-West,4,,{2}{G}{G},Enraged Ceratok,4,0.21,uncommon,Enraged Ceratok can't be blocked by creatures with power 2 or less.,4,Creature — Rhino,,
Lars Grant-West,5,,{4}{W},Sun-Crested Pterodon,"Flying
Sun-Crested Pterodon has vigilance as long as you control another Dinosaur.",Creature — Dinosaur,2,0.15,common,"Flying
Sun-Crested Pterodon has vigilance as long as you control another Dinosaur.",5,Creature — Dinosaur
Lars Grant-West,2,,{1}{G},Thunderherd Migration,"As an additional cost to cast Thunderherd Migration, reveal a Dinosaur card from your hand or pay {1}.
Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",Sorcery,,0.33,uncommon,"As an additional cost to cast this spell, reveal a Dinosaur card from your hand or pay {1}.
Search your library for a basic land card, put it onto the battlefield tapped, then shuffle your library.",,Sorcery
Lindsey Look,3,,{3},Powerstone Shard,,0.2,common,{T}: Add {C} for each artifact you control named Powerstone Shard.,,Artifact,,
Lindsey Look,1,,{1},Explosive Apparatus,,0.15,common,"{3}, {T}, Sacrifice Explosive Apparatus: It deals 2 damage to any target.",,Artifact,,
Lius Lasahido,5,,{3}{W}{B},Arvad the Cursed,3,0.25,uncommon,"Deathtouch, lifelink
Other legendary creatures you control get +2/+2.",3,Legendary Creature — Vampire Knight,,
Lius Lasahido,2,,{1}{B},Cabal Evangel,2,0.15,common,,2,Creature — Human Cleric,,
Lius Lasahido,4,,{3}{B},Cabal Paladin,4,0.15,common,"Whenever you cast a historic spell, Cabal Paladin deals 2 damage to each opponent. (Artifacts, legendaries, and Sagas are historic.)",2,Creature — Human Knight,,
Lius Lasahido,8,,{6}{B}{B},"Torgaar, Famine Incarnate",7,0.44,rare,"As an additional cost to cast this spell, you may sacrifice any number of creatures. This spell costs {2} less to cast for each creature sacrificed this way.
When Torgaar, Famine Incarnate enters the battlefield, up to one target player's life total becomes half their starting life total, rounded down.",6,Legendary Creature — Avatar,,
Lius Lasahido,4,,{4},"Traxos, Scourge of Kroog",7,0.49,rare,"Trample
Traxos, Scourge of Kroog enters the battlefield tapped and doesn't untap during your untap step.
Whenever you cast a historic spell, untap Traxos. (Artifacts, legendaries, and Sagas are historic.)",7,Legendary Artifact Creature — Construct,,
Lius Lasahido,3,,{1}{U}{B},Notion Rain,,0.17,common,"Surveil 2, then draw two cards. Notion Rain deals 2 damage to you. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,Sorcery,,
Lius Lasahido,3,,{2}{G},Pack's Favor,,0.15,common,"Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
Target creature gets +3/+3 until end of turn.",,Instant,,
Lius Lasahido,5,,{4}{G},Spike-Tailed Ceratops,4,0.15,common,Spike-Tailed Ceratops can block an additional creature each combat.,4,Creature — Dinosaur,,
Lius Lasahido,2,,{1}{R},Tilonalli's Knight,2,0.15,common,"Whenever Tilonalli's Knight attacks, if you control a Dinosaur, Tilonalli's Knight gets +1/+1 until end of turn.",2,Creature — Human Knight,,
Lius Lasahido,3,,{2}{U},Aven Wind Mage,2,0.15,common,"Flying
Whenever you cast an instant or sorcery spell, Aven Wind Mage gets +1/+1 until end of turn.",2,Creature — Bird Wizard,,
Lius Lasahido,5,,{3}{G}{G},Skalla Wolf,3,1.99,rare,"When Skalla Wolf enters the battlefield, look at the top five cards of your library. You may reveal a green card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",3,Creature — Wolf Spirit,,
Lius Lasahido,5,,{3}{G}{U},Galloping Lizrog,3,0.24,uncommon,"Trample
When Galloping Lizrog enters the battlefield, you may remove any number of +1/+1 counters from among creatures you control. If you do, put twice that many +1/+1 counters on Galloping Lizrog.",3,Creature — Frog Lizard,,
Lius Lasahido,2,,{1}{G},Gift of Strength,,0.14,common,Target creature gets +3/+3 and gains reach until end of turn.,,Instant,,
Lius Lasahido,6,,{4}{B}{B},The Haunt of Hightower,3,,mythic,"Flying, lifelink
Whenever The Haunt of Hightower attacks, defending player discards a card.
Whenever a card is put into an opponent's graveyard from anywhere, put a +1/+1 counter on The Haunt of Hightower.",3,Legendary Creature — Vampire,,
Lius Lasahido,2,,{1}{W},Paladin of Atonement,"At the beginning of each upkeep, if you lost life last turn, put a +1/+1 counter on Paladin of Atonement.
When Paladin of Atonement dies, you gain life equal to its toughness.",Creature — Vampire Knight,1,0.41,rare,"At the beginning of each upkeep, if you lost life last turn, put a +1/+1 counter on Paladin of Atonement.
When Paladin of Atonement dies, you gain life equal to its toughness.",1,Creature — Vampire Knight
Lius Lasahido,2,,{1}{R},Tilonalli's Summoner,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Whenever Tilonalli's Summoner attacks, you may pay {X}{R}. If you do, create X 1/1 red Elemental creature tokens that are tapped and attacking. At the beginning of the next end step, exile those tokens unless you have the city's blessing.",Creature — Human Shaman,1,0.49,rare,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Whenever Tilonalli's Summoner attacks, you may pay {X}{R}. If you do, create X 1/1 red Elemental creature tokens that are tapped and attacking. At the beginning of the next end step, exile those tokens unless you have the city's blessing.",1,Creature — Human Shaman
Livia Prima,3,,{1}{B}{B},Blood Operative,3,0.39,rare,"Lifelink
When Blood Operative enters the battlefield, you may exile target card from a graveyard.
Whenever you surveil, if Blood Operative is in your graveyard, you may pay 3 life. If you do, return Blood Operative to your hand.",1,Creature — Vampire Assassin,,
Livia Prima,7,,{5}{G}{G},Hatchery Spider,5,0.35,rare,"Reach
Undergrowth — When you cast this spell, reveal the top X cards of your library, where X is the number of creature cards in your graveyard. You may put a green permanent card with converted mana cost X or less from among them onto the battlefield. Put the rest on the bottom of your library in a random order.",7,Creature — Spider,,
Livia Prima,5,,{4}{W},Angel of the Dawn,3,0.15,common,"Flying
When Angel of the Dawn enters the battlefield, creatures you control get +1/+1 and gain vigilance until end of turn. (Attacking doesn't cause them to tap.)",3,Creature — Angel,,
Livia Prima,3,,{1}{B}{B},Arisen Gorgon,3,0.34,uncommon,Arisen Gorgon has deathtouch as long as you control a Liliana planeswalker. (Any amount of damage this deals to a creature is enough to destroy it.),3,Creature — Zombie Gorgon,,
Livia Prima,5,4,{3}{B}{B},"Liliana, the Necromancer",,,mythic,"[+1]: Target player loses 2 life.
[−1]: Return target creature card from your graveyard to your hand.
[−7]: Destroy up to two target creatures. Put up to two creature cards from graveyards onto the battlefield under your control.",,Legendary Planeswalker — Liliana,,
Livia Prima,2,,{1}{U},Metamorphic Alteration,,0.47,rare,"Enchant creature
As Metamorphic Alteration enters the battlefield, choose a creature.
Enchanted creature is a copy of the chosen creature.",,Enchantment — Aura,,
Livia Prima,3,,{2}{R/G},Rubble Slinger,2,0.14,common,Reach,3,Creature — Human Warrior,,
Lucas Graciano,5,,{4}{R},Firefist Adept,3,0.23,uncommon,"When Firefist Adept enters the battlefield, it deals X damage to target creature an opponent controls, where X is the number of Wizards you control.",3,Creature — Human Wizard,,
Lucas Graciano,3,,{2}{U},Dimir Informant,1,0.15,common,"When Dimir Informant enters the battlefield, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on the top of your library in any order.)",4,Creature — Human Rogue,,
Lucas Graciano,1,,{W},Take Heart,,0.15,common,Target creature gets +2/+2 until end of turn. You gain 1 life for each attacking creature you control.,,Instant,,
Lucas Graciano,1,,{B},Duress,,0.17,common,"Target opponent reveals their hand. You choose a noncreature, nonland card from it. That player discards that card.",,Sorcery,,
Lucas Graciano,2,,{1}{G},Ixalli's Diviner,0,0.15,common,"When Ixalli's Diviner enters the battlefield, it explores. (Reveal the top card of your library. Put that card into your hand if it's a land. Otherwise, put a +1/+1 counter on this creature, then put the card back or put it into your graveyard.)",3,Creature — Human Druid,,
Lucas Graciano,3,,{2}{W},Legion's Judgment,,0.15,common,Destroy target creature with power 4 or greater.,,Sorcery,,
Lucas Graciano,7,,{4}{U}{U}{U},Overflowing Insight,,0.66,mythic,Target player draws seven cards.,,Sorcery,,
Lucas Graciano,2,,{1}{G},Pounce,,0.19,common,Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.),,Instant,,
Lucas Graciano,2,,{1}{U},Aether Tunnel,,0.25,uncommon,"Enchant creature
Enchanted creature gets +1/+0 and can't be blocked.",,Enchantment — Aura,,
Lucas Graciano,6,,{4}{W}{W},"Lena, Selfless Champion",3,0.39,rare,"When Lena, Selfless Champion enters the battlefield, create a 1/1 white Soldier creature token for each nontoken creature you control.
Sacrifice Lena: Creatures you control with power less than Lena's power gain indestructible until end of turn.",3,Legendary Creature — Human Knight,,
Lucas Graciano,2,,{R}{R},Lightning Mare,3,0.25,uncommon,"This spell can't be countered.
Lightning Mare can't be blocked by blue creatures.
{1}{R}: Lightning Mare gets +1/+0 until end of turn.",1,Creature — Elemental Horse,,
Lucas Graciano,3,,{1}{W}{W},Shield Mare,2,0.25,uncommon,"Shield Mare can't be blocked by red creatures.
When Shield Mare enters the battlefield or becomes the target of a spell or ability an opponent controls, you gain 3 life.",3,Creature — Horse,,
Lucas Graciano,3,,{2}{U},Arrester's Admonition,,0.14,common,"Return target creature to its owner's hand.
Addendum — If you cast this spell during your main phase, draw a card.",,Instant,,
Lucas Graciano,5,,{4}{B},Clear the Stage,,0.22,uncommon,"Target creature gets -3/-3 until end of turn. If you control a creature with power 4 or greater, you may return up to one target creature card from your graveyard to your hand.",,Instant,,
Lucas Graciano,3,,{1}{B}{R},Rakdos Roustabout,3,0.15,common,"Whenever Rakdos Roustabout becomes blocked, it deals 1 damage to the player or planeswalker it's attacking.",2,Creature — Ogre Warrior,,
Lucas Graciano,4,,{2}{W/U}{W/U},Senate Griffin,3,0.14,common,"Flying
When Senate Griffin enters the battlefield, scry 1.",2,Creature — Griffin,,
Lucas Graciano,5,,{3}{G}{G},Crested Herdcaller,"Trample
When Crested Herdcaller enters the battlefield, create a 3/3 green Dinosaur creature token with trample.",Creature — Dinosaur,3,0.25,uncommon,"Trample
When Crested Herdcaller enters the battlefield, create a 3/3 green Dinosaur creature token with trample.",3,Creature — Dinosaur
Lucas Graciano,4,,{3}{B},Dusk Charger,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Dusk Charger gets +2/+2 as long as you have the city's blessing.",Creature — Horse,3,0.15,common,"Ascend (If you control ten or more permanents, you get the city's blessing for the rest of the game.)
Dusk Charger gets +2/+2 as long as you have the city's blessing.",3,Creature — Horse
Magali Villeneuve,5,,{4}{U},Academy Journeymage,3,0.15,common,"This spell costs {1} less to cast if you control a Wizard.
When Academy Journeymage enters the battlefield, return target creature an opponent controls to its owner's hand.",2,Creature — Human Wizard,,
Magali Villeneuve,2,,{1}{R},Bloodstone Goblin,2,0.15,common,"Whenever you cast a spell, if that spell was kicked, Bloodstone Goblin gets +1/+1 and gains menace until end of turn. (It can't be blocked except by two or more creatures.)",2,Creature — Goblin Warrior,,
Magali Villeneuve,1,,{W},Healing Grace,,0.17,common,Prevent the next 3 damage that would be dealt to any target this turn by a source of your choice. You gain 3 life.,,Instant,,
Magali Villeneuve,3,,{2}{W},Invoke the Divine,,0.18,common,Destroy target artifact or enchantment. You gain 4 life.,,Instant,,
Magali Villeneuve,5,5,{2}{R}{R}{R},Jaya Ballard,,2.07,mythic,"[+1]: Add {R}{R}{R}. Spend this mana only to cast instant or sorcery spells.
[+1]: Discard up to three cards, then draw that many cards.
[−8]: You get an emblem with ""You may cast instant and sorcery cards from your graveyard. If a card cast this way would be put into your graveyard, exile it instead.""",,Legendary Planeswalker — Jaya,,
Magali Villeneuve,3,,{2}{R},Pyromantic Pilgrim,3,0.19,common,Haste (This creature can attack and {T} as soon as it comes under your control.),1,Creature — Human Wizard,,
Magali Villeneuve,2,,{G}{W},"Shanna, Sisay's Legacy",0,0.25,uncommon,"Shanna, Sisay's Legacy can't be the target of abilities your opponents control.
Shanna gets +1/+1 for each creature you control.",0,Legendary Creature — Human Warrior,,
Magali Villeneuve,6,,{4}{U}{U},"Zahid, Djinn of the Lamp",5,0.34,rare,"You may pay {3}{U} and tap an untapped artifact you control rather than pay this spell's mana cost.
Flying",6,Legendary Creature — Djinn,,
Magali Villeneuve,3,,{1}{B}{G},Attendant of Vraska,3,0.25,uncommon,"When Attendant of Vraska dies, if you control a Vraska planeswalker, you gain life equal to Attendant of Vraska's power.",3,Creature — Zombie Soldier,,
Magali Villeneuve,6,,{5}{U},Citywatch Sphinx,5,0.2,uncommon,"Flying
When Citywatch Sphinx dies, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on the top of your library in any order.)",4,Creature — Sphinx,,
Magali Villeneuve,4,,{2}{B}{G},Undercity Uprising,,0.15,common,Creatures you control gain deathtouch until end of turn. Then target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.),,Sorcery,,
Magali Villeneuve,4,4,{2}{B}{G},"Vraska, Golgari Queen",,8.41,mythic,"[+2]: You may sacrifice another permanent. If you do, you gain 1 life and draw a card.
[-3]: Destroy target nonland permanent with converted mana cost 3 or less.
[-9]: You get an emblem with ""Whenever a creature you control deals combat damage to a player, that player loses the game.""",,Legendary Planeswalker — Vraska,,
Magali Villeneuve,7,5,{5}{B}{G},"Vraska, Regal Gorgon",,,mythic,"[+2]: Put a +1/+1 counter on up to one target creature. That creature gains menace until end of turn.
[−3]: Destroy target creature.
[−10]: For each creature card in your graveyard, put a +1/+1 counter on each creature you control.",,Legendary Planeswalker — Vraska,,
Magali Villeneuve,1,,{U},Dive Down,,0.25,common,Target creature you control gets +0/+3 and gains hexproof until end of turn. (It can't be the target of spells or abilities your opponents control.),,Instant,,
Magali Villeneuve,3,,{1}{U}{U},"Kopala, Warden of Waves",2,0.58,rare,"Spells your opponents cast that target a Merfolk you control cost {2} more to cast.
Abilities your opponents activate that target a Merfolk you control cost {2} more to activate.",2,Legendary Creature — Merfolk Wizard,,
Magali Villeneuve,2,,,"Azcanta, the Sunken Ruin",,12,rare,"(Transforms from Search for Azcanta.)
{T}: Add {U}.
{2}{U}, {T}: Look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in any order.",,Legendary Land,,
Magali Villeneuve,2,,{1}{U},Search for Azcanta,,12,rare,"At the beginning of your upkeep, look at the top card of your library. You may put it into your graveyard. Then if you have seven or more cards in your graveyard, you may transform Search for Azcanta.",,Legendary Enchantment,,
Magali Villeneuve,1,,{W},Slash of Talons,,0.15,common,Slash of Talons deals 2 damage to target attacking or blocking creature.,,Instant,,
Magali Villeneuve,5,,{4}{U},Wind Strider,3,0.15,common,"Flash
Flying",3,Creature — Merfolk Wizard,,
Magali Villeneuve,2,,{1}{G},Druid of the Cowl,1,0.19,common,{T}: Add {G}.,3,Creature — Elf Druid,,
Magali Villeneuve,3,,{2}{W},Invoke the Divine,,0.15,common,Destroy target artifact or enchantment. You gain 4 life.,,Instant,,
Magali Villeneuve,2,,{1}{W},Knight's Pledge,,0.15,common,"Enchant creature
Enchanted creature gets +2/+2.",,Enchantment — Aura,,
Magali Villeneuve,3,,{2}{W},Make a Stand,,0.24,uncommon,"Creatures you control get +1/+0 and gain indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy them.)",,Instant,,
Magali Villeneuve,5,,{3}{U}{U},Patient Rebuilding,,0.5,rare,"At the beginning of your upkeep, target opponent puts the top three cards of their library into their graveyard, then you draw a card for each land card put into that graveyard this way.",,Enchantment,,
Magali Villeneuve,6,,{4}{W}{W},Serra's Guardian,5,0.68,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Vigilance (Attacking doesn't cause this creature to tap.)
Other creatures you control have vigilance.",5,Creature — Angel,,
Magali Villeneuve,6,5,{4}{G}{G},Vivien of the Arkbow,,,mythic,"[+2]: Put two +1/+1 counters on up to one target creature.
[−3]: Target creature you control deals damage equal to its power to target creature you don't control.
[−9]: Creatures you control get +4/+4 and gain trample until end of turn.",,Legendary Planeswalker — Vivien,,
Magali Villeneuve,3,,{2}{G},Vivien's Jaguar,3,0.25,uncommon,"Reach (This creature can block creatures with flying.)
{2}{G}: Return Vivien's Jaguar from your graveyard to your hand. Activate this ability only if you control a Vivien planeswalker.",2,Creature — Cat Spirit,,
Magali Villeneuve,6,,{4}{U}{U},Prying Eyes,,0.15,common,"Draw four cards, then discard two cards.",,Instant,,
Magali Villeneuve,4,,{2}{W}{B},Seraph of the Scales,4,5.25,mythic,"Flying
{W}: Seraph of the Scales gains vigilance until end of turn.
{B}: Seraph of the Scales gains deathtouch until end of turn.
Afterlife 2 (When this creature dies, create two 1/1 white and black Spirit creature tokens with flying.)",3,Creature — Angel,,
Magali Villeneuve,4,,{2}{W}{B},Teysa Karlov,2,0.99,rare,"If a creature dying causes a triggered ability of a permanent you control to trigger, that ability triggers an additional time.
Creature tokens you control have vigilance and lifelink.",4,Legendary Creature — Human Advisor,,
Magali Villeneuve,2,,{U}{U},Flood of Recollection,Return target instant or sorcery card from your graveyard to your hand. Exile Flood of Recollection.,Sorcery,,0.25,uncommon,Return target instant or sorcery card from your graveyard to your hand. Exile Flood of Recollection.,,Sorcery
Magali Villeneuve,2,,{1}{U},Negate,Counter target noncreature spell.,Instant,,0.18,common,Counter target noncreature spell.,,Instant
Magali Villeneuve,2,,{1}{U},Silvergill Adept,"As an additional cost to cast Silvergill Adept, reveal a Merfolk card from your hand or pay {3}.
When Silvergill Adept enters the battlefield, draw a card.",Creature — Merfolk Wizard,2,0.43,uncommon,"As an additional cost to cast this spell, reveal a Merfolk card from your hand or pay {3}.
When Silvergill Adept enters the battlefield, draw a card.",1,Creature — Merfolk Wizard
Manuel Castañón,1,,{W},Dauntless Bodyguard,2,0.26,uncommon,"As Dauntless Bodyguard enters the battlefield, choose another creature you control.
Sacrifice Dauntless Bodyguard: The chosen creature gains indestructible until end of turn.",1,Creature — Human Knight,,
Manuel Castañón,2,,{2},Shield of the Realm,,0.24,uncommon,"If a source would deal damage to equipped creature, prevent 2 of that damage.
Equip {1}",,Artifact — Equipment,,
Mark Behm,2,,{1}{U},Diligent Excavator,1,0.25,uncommon,"Whenever you cast a historic spell, target player puts the top two cards of their library into their graveyard. (Artifacts, legendaries, and Sagas are historic.)",3,Creature — Human Artificer,,
Mark Behm,1,,{1},Sparring Construct,1,0.15,common,"When Sparring Construct dies, put a +1/+1 counter on target creature you control.",1,Artifact Creature — Construct,,
Mark Behm,4,,{3}{U},Capture Sphere,,0.15,common,"Flash
Enchant creature
When Capture Sphere enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",,Enchantment — Aura,,
Mark Behm,7,,{3}{U}{B},Dispersal,,1.49,uncommon,"Each opponent returns a nonland permanent they control with the highest converted mana cost among permanents they control to its owner's hand, then discards a card.",,Instant,,
Mark Behm,7,,{1}{U/B},Discovery,,1.49,uncommon,"Surveil 2, then draw a card. (To surveil 2, look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)",,Sorcery,,
Mark Behm,2,,{1}{R},Goblin Locksmith,2,0.15,common,"Whenever Goblin Locksmith attacks, creatures with defender can't block this turn.",1,Creature — Goblin Rogue,,
Mark Behm,3,,{2}{W},Luminous Bonds,,0.15,common,"Enchant creature
Enchanted creature can't attack or block.",,Enchantment — Aura,,
Mark Behm,3,,{2}{U},Arcane Adaptation,,1.53,rare,"As Arcane Adaptation enters the battlefield, choose a creature type.
Creatures you control are the chosen type in addition to their other types. The same is true for creature spells you control and creature cards you own that aren't on the battlefield.",,Enchantment,,
Mark Behm,3,,{2}{G},Crash the Ramparts,,0.16,common,Target creature gets +3/+3 and gains trample until end of turn.,,Instant,,
Mark Behm,3,,{2}{W},Queen's Commission,,0.18,common,Create two 1/1 white Vampire creature tokens with lifelink.,,Sorcery,,
Mark Behm,1,,{W},Court Cleric,1,0.27,uncommon,"Lifelink (Damage dealt by this creature also causes you to gain that much life.)
Court Cleric gets +1/+1 as long as you control an Ajani planeswalker.",1,Creature — Human Cleric,,
Mark Behm,2,,{B}{B},Graveyard Marshal,3,0.68,rare,"{2}{B}, Exile a creature card from your graveyard: Create a tapped 2/2 black Zombie creature token.",2,Creature — Zombie Soldier,,
Mark Behm,3,,{2}{B},Hired Blade,3,0.15,common,Flash (You may cast this spell any time you could cast an instant.),2,Creature — Human Assassin,,
Mark Behm,2,,{R}{G},Cindervines,,1.85,rare,"Whenever an opponent casts a noncreature spell, Cindervines deals 1 damage to that player.
{1}, Sacrifice Cindervines: Destroy target artifact or enchantment. Cindervines deals 2 damage to that permanent's controller.",,Enchantment,,
Mark Behm,3,,{1}{W}{U},Lawmage's Binding,,0.15,common,"Flash
Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.",,Enchantment — Aura,,
Mark Behm,2,,{1}{U},Slimebind,,0.15,common,"Flash
Enchant creature
Enchanted creature gets -4/-0.",,Enchantment — Aura,,
Mark Behm,4,,{3}{W},Smothering Tithe,,8.94,rare,"Whenever an opponent draws a card, that player may pay {2}. If the player doesn't, you create a Treasure token. (It's an artifact with ""{T}, Sacrifice this artifact: Add one mana of any color."")",,Enchantment,,
Mark Behm,8,,{6}{G}{G},Polyraptor,"Enrage — Whenever Polyraptor is dealt damage, create a token that's a copy of Polyraptor.",Creature — Dinosaur,5,6.99,mythic,"Enrage — Whenever Polyraptor is dealt damage, create a token that's a copy of Polyraptor.",5,Creature — Dinosaur
Mark Poole,0,,,Forest,,0.15,common,({T}: Add {G}.),,Basic Land — Forest,,
Mark Poole,0,,,Island,,0.15,common,({T}: Add {U}.),,Basic Land — Island,,
Mark Poole,0,,,Mountain,,0.15,common,({T}: Add {R}.),,Basic Land — Mountain,,
Mark Poole,0,,,Plains,,0.16,common,({T}: Add {W}.),,Basic Land — Plains,,
