artist,convertedManaCost,loyalty,manaCost,name,power,prices/paper/2019-07-21,rarity,text,toughness,type
Jesper Ejsing,4,,{2}{U}{U},Rescuer Sphinx,3,0.2,uncommon,"Flying
As Rescuer Sphinx enters the battlefield, you may return a nonland permanent you control to its owner's hand. If you do, Rescuer Sphinx enters the battlefield with a +1/+1 counter on it.",2,Creature — Sphinx
Jim Nelson,0,,,Forest,,0.18,common,({T}: Add {G}.),,Basic Land — Forest
Joe Slucher,5,,{3}{R}{R},Fire Elemental,5,0.15,common,,4,Creature — Elemental
Joe Slucher,4,,{3}{R},Hostile Minotaur,3,1.99,common,Haste (This creature can attack and {T} as soon as it comes under your control.),3,Creature — Minotaur
Joe Slucher,4,,{3}{U},Bond of Insight,,0.2,uncommon,Each player puts the top four cards of their library into their graveyard. Return up to two instant and/or sorcery cards from your graveyard to your hand. Exile Bond of Insight.,,Sorcery
Joe Slucher,3,,{2}{B},Toll of the Invasion,,0.15,common,"Target opponent reveals their hand. You choose a nonland card from it. That player discards that card.
Amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,Sorcery
Johan Grenier,2,,{1}{R},Chandra's Embercat,2,0.15,common,{T}: Add {R}. Spend this mana only to cast an Elemental spell or a Chandra planeswalker spell.,2,Creature — Elemental Cat
Johan Grenier,2,,{R}{G},Creeping Trailblazer,2,0.25,uncommon,"Other Elementals you control get +1/+0.
{2}{R}{G}: Creeping Trailblazer gets +1/+1 until end of turn for each Elemental you control.",2,Creature — Elemental
Johan Grenier,2,,{1}{W},Eternal Isolation,,0.2,uncommon,Put target creature with power 4 or greater on the bottom of its owner's library.,,Sorcery
Johan Grenier,5,,{4}{R},Rapacious Dragon,3,0.2,uncommon,"Flying
When Rapacious Dragon enters the battlefield, create two Treasure tokens. (They're artifacts with ""{T}, Sacrifice this artifact: Add one mana of any color."")",3,Creature — Dragon
Johan Grenier,3,,{1}{G}{U},Risen Reef,1,1.95,uncommon,"Whenever Risen Reef or another Elemental enters the battlefield under your control, look at the top card of your library. If it's a land card, you may put it onto the battlefield tapped. If you don't put the card onto the battlefield, put it into your hand.",1,Creature — Elemental
Johan Grenier,1,,{R},Scorch Spitter,1,0.15,common,"Whenever Scorch Spitter attacks, it deals 1 damage to the player or planeswalker it's attacking.",1,Creature — Elemental Lizard
Johan Grenier,3,,{2}{U},Aven Eternal,2,0.15,common,"Flying
When Aven Eternal enters the battlefield, amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",2,Creature — Zombie Bird Warrior
Johan Grenier,5,,{4}{W},Enforcer Griffin,3,0.12,common,Flying,4,Creature — Griffin
Johan Grenier,5,,{4}{U},Eternal Skylord,3,0.2,uncommon,"When Eternal Skylord enters the battlefield, amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have flying.",3,Creature — Zombie Wizard
Johan Grenier,1,,{B},Kaya's Ghostform,,0.17,common,"Enchant creature or planeswalker you control
When enchanted permanent dies or is put into exile, return that card to the battlefield under your control.",,Enchantment — Aura
Johann Bodin,1,,{B},Disentomb,,1.99,common,Return target creature card from your graveyard to your hand.,,Sorcery
Johann Bodin,2,,{1}{G},Greenwood Sentinel,2,0.15,common,Vigilance (Attacking doesn't cause this creature to tap.),2,Creature — Elf Scout
Johann Bodin,3,,{2}{W},Hanged Executioner,1,0.5,rare,"Flying
When Hanged Executioner enters the battlefield, create a 1/1 white Spirit creature token with flying.
{3}{W}, Exile Hanged Executioner: Exile target creature.",1,Creature — Spirit
Johann Bodin,1,,{G},Might of the Masses,,0.2,uncommon,Target creature gets +1/+1 until end of turn for each creature you control.,,Instant
Johann Bodin,5,,{4}{R},Chainwhip Cyclops,4,0.14,common,{3}{R}: Target creature can't block this turn.,4,Creature — Cyclops Warrior
Johann Bodin,2,,{X}{U}{U},Finale of Revelation,,1.99,mythic,"Draw X cards. If X is 10 or more, instead shuffle your graveyard into your library, draw X cards, untap up to five lands, and you have no maximum hand size for the rest of the game.
Exile Finale of Revelation.",,Sorcery
Johann Bodin,3,,{2}{U},Naga Eternal,3,0.14,common,,2,Creature — Zombie Naga
Johann Bodin,4,,{3}{R},Turret Ogre,4,0.15,common,"Reach
When Turret Ogre enters the battlefield, if you control another creature with power 4 or greater, Turret Ogre deals 2 damage to each opponent.",3,Creature — Ogre Warrior
Johannes Voss,3,,{2}{W},Angel of Vitality,2,0.27,uncommon,"Flying
If you would gain life, you gain that much life plus 1 instead.
Angel of Vitality gets +2/+2 as long as you have 25 or more life.",2,Creature — Angel
Johannes Voss,4,,{3}{G},Brightwood Tracker,2,0.15,common,"{5}{G}, {T}: Look at the top four cards of your library. You may reveal a creature card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",4,Creature — Elf Scout
Johannes Voss,4,,{3}{R},Dreadhorde Twins,2,0.2,uncommon,"When Dreadhorde Twins enters the battlefield, amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)
Zombie tokens you control have trample.",2,Creature — Zombie Jackal Warrior
Johannes Voss,6,,{5}{W},Sunblade Angel,3,0.2,uncommon,"Flying, first strike, vigilance, lifelink",3,Creature — Angel
Johannes Voss,2,,{W}{W},"Tomik, Distinguished Advokist",2,0.5,rare,"Flying
Lands on the battlefield and land cards in graveyards can't be the targets of spells or abilities your opponents control.
Your opponents can't play land cards from graveyards.",3,Legendary Creature — Human Advisor
John Avon,0,,,Island,,0.25,common,({T}: Add {U}.),,Basic Land — Island
John Avon,0,,,Lotus Field,,7.25,rare,"Hexproof
Lotus Field enters the battlefield tapped.
When Lotus Field enters the battlefield, sacrifice two lands.
{T}: Add three mana of any one color.",,Land
John Avon,0,,,Plains,,0.23,common,({T}: Add {W}.),,Basic Land — Plains
John Avon,4,,{3}{R},Tectonic Rift,,0.15,common,Destroy target land. Creatures without flying can't block this turn.,,Sorcery
John Avon,0,,,Tranquil Cove,,0.16,common,"Tranquil Cove enters the battlefield tapped.
When Tranquil Cove enters the battlefield, you gain 1 life.
{T}: Add {W} or {U}.",,Land
John Severin Brassell,1,,{W},Loyal Pegasus,2,0.22,uncommon,"Flying
Loyal Pegasus can't attack or block alone.",1,Creature — Pegasus
John Stanko,1,,{G},Sedge Scorpion,1,0.15,common,Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.),1,Creature — Scorpion
Jonas De Ro,0,,,Swamp,,0.19,common,({T}: Add {B}.),,Basic Land — Swamp
Jonas De Ro,0,,,Swamp,,0.17,common,({T}: Add {B}.),,Basic Land — Swamp
Jonas De Ro,6,,{3}{B}{B}{B},Bolas's Citadel,,1.73,rare,"You may look at the top card of your library any time.
You may play the top card of your library. If you cast a spell this way, pay life equal to its converted mana cost rather than pay its mana cost.
{T}, Sacrifice ten nonland permanents: Each opponent loses 10 life.",,Legendary Artifact
Jonas De Ro,0,,,Emergence Zone,,0.39,uncommon,"{T}: Add {C}.
{1}, {T}, Sacrifice Emergence Zone: You may cast spells this turn as though they had flash.",,Land
Jonas De Ro,0,,,Forest,,0.16,common,({T}: Add {G}.),,Basic Land — Forest
Jonas De Ro,0,,,Plains,,0.15,common,({T}: Add {W}.),,Basic Land — Plains
Jonathan Kuo,2,,{1}{W},Prowling Caracal,3,0.2,common,,1,Creature — Cat
Joseph Meehan,5,,{5},"Golos, Tireless Pilgrim",3,1.76,rare,"When Golos, Tireless Pilgrim enters the battlefield, you may search your library for a land card, put that card onto the battlefield tapped, then shuffle your library.
{2}{W}{U}{B}{R}{G}: Exile the top three cards of your library. You may play them this turn without paying their mana costs.",5,Legendary Artifact Creature — Scout
Joseph Meehan,4,,{2}{B}{B},Thirsting Bloodlord,3,2.05,uncommon,Other Vampires you control get +1/+1.,3,Creature — Vampire
Joseph Meehan,4,,{2}{U}{R},Ral's Outburst,,0.2,uncommon,Ral's Outburst deals 3 damage to any target. Look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.,,Instant
Josh Hass,3,,{2}{G},Band Together,,0.15,common,Up to two target creatures you control each deal damage equal to their power to another target creature.,,Instant
Josu Hernaiz,2,,{1}{W},Angelic Gift,,0.15,common,"Enchant creature
When Angelic Gift enters the battlefield, draw a card.
Enchanted creature has flying.",,Enchantment — Aura
Josu Hernaiz,4,,{3}{B},Fathom Fleet Cutthroat,3,0.15,common,"When Fathom Fleet Cutthroat enters the battlefield, destroy target creature an opponent controls that was dealt damage this turn.",3,Creature — Human Pirate
Josu Hernaiz,4,,{3}{U},Sleep Paralysis,,0.15,common,"Enchant creature
When Sleep Paralysis enters the battlefield, tap enchanted creature.
Enchanted creature doesn't untap during its controller's untap step.",,Enchantment — Aura
Justin Sweet,1,,{B},Disfigure,,0.23,uncommon,Target creature gets -2/-2 until end of turn.,,Instant
Kaida Yuji,5,4,{U}{B}{B}{B}{R},"Nicol Bolas, Dragon-God",,,mythic,"Nicol Bolas, Dragon-God has all loyalty abilities of all other planeswalkers on the battlefield.
[+1]: You draw a card. Each opponent exiles a card from their hand or a permanent they control.
[−3]: Destroy target creature or planeswalker.
[−8]: Each opponent who doesn't control a legendary creature or planeswalker loses the game.",,Legendary Planeswalker — Bolas
Karl Kopinski,2,,{W}{B},Corpse Knight,2,0.35,uncommon,"Whenever another creature enters the battlefield under your control, each opponent loses 1 life.",2,Creature — Zombie Knight
Karl Kopinski,2,,{W}{B},Corpse Knight,2,,uncommon,"Whenever another creature enters the battlefield under your control, each opponent loses 1 life.",2,Creature — Zombie Knight
Karl Kopinski,5,,{3}{B}{B},Gruesome Scourger,3,0.21,uncommon,"When Gruesome Scourger enters the battlefield, it deals damage to target opponent or planeswalker equal to the number of creatures you control.",3,Creature — Orc Warrior
Karl Kopinski,0,,,Mountain,,0.19,common,({T}: Add {R}.),,Basic Land — Mountain
Karl Kopinski,2,,{1}{G},Rabid Bite,,0.15,common,Target creature you control deals damage equal to its power to target creature you don't control.,,Sorcery
Karl Kopinski,2,,{B}{B},Sorin's Thirst,,0.37,common,Sorin's Thirst deals 2 damage to target creature and you gain 2 life.,,Instant
Karl Kopinski,5,,{4}{B},Vengeful Warchief,4,0.2,uncommon,"Whenever you lose life for the first time each turn, put a +1/+1 counter on Vengeful Warchief. (Damage causes loss of life.)",4,Creature — Orc Warrior
Kev Walker,0,,,Field of the Dead,,1.39,rare,"Field of the Dead enters the battlefield tapped.
{T}: Add {C}.
Whenever Field of the Dead or another land enters the battlefield under your control, if you control seven or more lands with different names, create a 2/2 black Zombie creature token.",,Land
Kev Walker,1,,{B},Sanitarium Skeleton,1,0.15,common,{2}{B}: Return Sanitarium Skeleton from your graveyard to your hand.,2,Creature — Skeleton
Kieran Yanner,5,,{2}{R}{G}{W},"Rienne, Angel of Rebirth",5,,mythic,"Flying
Other multicolored creatures you control get +1/+0.
Whenever another multicolored creature you control dies, return it to its owner's hand at the beginning of the next end step.",4,Legendary Creature — Angel
Kieran Yanner,2,,{1}{R},Chandra's Triumph,,0.2,uncommon,Chandra's Triumph deals 3 damage to target creature or planeswalker an opponent controls. Chandra's Triumph deals 5 damage to that permanent instead if you control a Chandra planeswalker.,,Instant
Kieran Yanner,2,,{1}{W},Divine Arrow,,0.14,common,Divine Arrow deals 4 damage to target attacking or blocking creature.,,Instant
Kieran Yanner,3,5,{2}{W/U},"Dovin, Hand of Control",,0.35,uncommon,"Artifact, instant, and sorcery spells your opponents cast cost {1} more to cast.
[−1]: Until your next turn, prevent all damage that would be dealt to and dealt by target permanent an opponent controls.",,Legendary Planeswalker — Dovin
Kieran Yanner,2,,{1}{W},Gideon's Triumph,,0.2,uncommon,"Target opponent sacrifices a creature that attacked or blocked this turn. If you control a Gideon planeswalker, that player sacrifices two of those creatures instead.",,Instant
Kieran Yanner,6,4,{4}{W}{W},"Gideon, the Oathsworn",,,mythic,"Whenever you attack with two or more non-Gideon creatures, put a +1/+1 counter on each of those creatures.
[+2]: Until end of turn, Gideon, the Oathsworn becomes a 5/5 white Soldier creature that's still a planeswalker. Prevent all damage that would be dealt to him this turn. (He can't attack if he was cast this turn.)
[−9]: Exile Gideon, the Oathsworn and each creature your opponents control.",,Legendary Planeswalker — Gideon
Kieran Yanner,3,,{2}{U},Jace's Triumph,,0.2,uncommon,"Draw two cards. If you control a Jace planeswalker, draw three cards instead.",,Sorcery
Kieran Yanner,6,4,{4}{U}{U},"Jace, Arcane Strategist",,,mythic,"Whenever you draw your second card each turn, put a +1/+1 counter on target creature you control.
[+1]: Draw a card.
[−7]: Creatures you control can't be blocked this turn.",,Legendary Planeswalker — Jace
Kieran Yanner,2,,{1}{B},Liliana's Triumph,,0.35,uncommon,"Each opponent sacrifices a creature. If you control a Liliana planeswalker, each opponent also discards a card.",,Instant
Kieran Yanner,2,,{G}{G},Nissa's Triumph,,0.25,uncommon,"Search your library for up to two basic Forest cards. If you control a Nissa planeswalker, instead search your library for up to three land cards. Reveal those cards, put them into your hand, then shuffle your library.",,Sorcery
Kieran Yanner,5,5,{3}{R}{R},Sarkhan the Masterless,,1.74,rare,"Whenever a creature attacks you or a planeswalker you control, each Dragon you control deals 1 damage to that creature.
[+1]: Until end of turn, each planeswalker you control becomes a 4/4 red Dragon creature and gains flying.
[−3]: Create a 4/4 red Dragon creature token with flying.",,Legendary Planeswalker — Sarkhan
Kieran Yanner,1,,{B},Spark Harvest,,0.15,common,"As an additional cost to cast this spell, sacrifice a creature or pay {3}{B}.
Destroy target creature or planeswalker.",,Sorcery
Kimonas Theodossiou,3,,{2}{G},Arlinn's Wolf,3,0.14,common,Arlinn's Wolf can't be blocked by creatures with power 2 or less.,2,Creature — Wolf
Kimonas Theodossiou,4,,{3}{G},"Mowu, Loyal Companion",3,0.2,uncommon,"Trample, vigilance
If one or more +1/+1 counters would be put on Mowu, Loyal Companion, that many plus one +1/+1 counters are put on it instead.",3,Legendary Creature — Hound
Kirsten Zirngibl,0,,,Island,,0.12,common,({T}: Add {U}.),,Basic Land — Island
Lack,5,5,{3}{R}{R},Sarkhan the Masterless,,,rare,"Whenever a creature attacks you or a planeswalker you control, each Dragon you control deals 1 damage to that creature.
[+1]: Until end of turn, each planeswalker you control becomes a 4/4 red Dragon creature and gains flying.
[−3]: Create a 4/4 red Dragon creature token with flying.",,Legendary Planeswalker — Sarkhan
Lake Hurwitz,4,,{4},Diviner's Lockbox,,0.2,uncommon,"{1}, {T}: Choose a card name, then reveal the top card of your library. If that card has the chosen name, sacrifice Diviner's Lockbox and draw three cards. Activate this ability only any time you could cast a sorcery.",,Artifact
Lake Hurwitz,1,,{1},Manifold Key,,0.4,uncommon,"{1}, {T}: Untap another target artifact.
{3}, {T}: Target creature can't be blocked this turn.",,Artifact
Lake Hurwitz,7,,{7},Meteor Golem,3,0.19,uncommon,"When Meteor Golem enters the battlefield, destroy target nonland permanent an opponent controls.",3,Artifact Creature — Golem
Lake Hurwitz,1,,{G},Veil of Summer,,1.65,uncommon,Draw a card if an opponent has cast a blue or black spell this turn. Spells you control can't be countered this turn. You and permanents you control gain hexproof from blue and from black until end of turn. (You and they can't be the targets of blue or black spells or abilities your opponents control.),,Instant
Lake Hurwitz,5,,{4}{B},Bond of Revival,,0.2,uncommon,Return target creature card from your graveyard to the battlefield. It gains haste until your next turn.,,Sorcery
Lake Hurwitz,4,,{3}{U},Tamiyo's Epiphany,,0.15,common,"Scry 4, then draw two cards.",,Sorcery
Lars Grant-West,5,,{4}{G},Mammoth Spider,3,0.15,common,Reach (This creature can block creatures with flying.),5,Creature — Spider
Lie Setiawan,2,,{1}{U},Coral Merfolk,2,1.79,common,,1,Creature — Merfolk
Lindsey Look,5,,{4}{G},Wolfkin Bond,,0.16,common,"Enchant creature
When Wolfkin Bond enters the battlefield, create a 2/2 green Wolf creature token.
Enchanted creature gets +2/+2.",,Enchantment — Aura
Lius Lasahido,4,,{1}{G}{U}{R},"Omnath, Locus of the Roil",3,15.95,mythic,"When Omnath, Locus of the Roil enters the battlefield, it deals damage to any target equal to the number of Elementals you control.
Whenever a land enters the battlefield under your control, put a +1/+1 counter on target Elemental you control. If you control eight or more lands, draw a card.",3,Legendary Creature — Elemental
Lius Lasahido,5,,{3}{B}{B},God-Eternal Bontu,5,4.08,mythic,"Menace
When God-Eternal Bontu enters the battlefield, sacrifice any number of other permanents, then draw that many cards.
When God-Eternal Bontu dies or is put into exile from the battlefield, you may put it into its owner's library third from the top.",6,Legendary Creature — Zombie God
Lius Lasahido,4,,{2}{U}{U},God-Eternal Kefnet,4,9,mythic,"Flying
You may reveal the first card you draw each turn as you draw it. Whenever you reveal an instant or sorcery card this way, copy that card and you may cast the copy. That copy costs {2} less to cast.
When God-Eternal Kefnet dies or is put into exile from the battlefield, you may put it into its owner's library third from the top.",5,Legendary Creature — Zombie God
Lius Lasahido,5,,{3}{G}{G},God-Eternal Rhonas,5,4.25,mythic,"Deathtouch
When God-Eternal Rhonas enters the battlefield, double the power of each other creature you control until end of turn. Those creatures gain vigilance until end of turn.
When God-Eternal Rhonas dies or is put into exile from the battlefield, you may put it into its owner's library third from the top.",5,Legendary Creature — Zombie God
Lius Lasahido,3,7,{2}{G/W},"Huatli, the Sun's Heart",,0.25,uncommon,"Each creature you control assigns combat damage equal to its toughness rather than its power.
[−3]: You gain life equal to the greatest toughness among creatures you control.",,Legendary Planeswalker — Huatli
Lius Lasahido,3,,{2}{G},Vivien's Grizzly,2,0.15,common,"{3}{G}: Look at the top card of your library. If it's a creature or planeswalker card, you may reveal it and put it into your hand. If you don't put the card into your hand, put it on the bottom of your library.",3,Creature — Bear Spirit
Livia Prima,7,,{4}{W}{W}{W},"Sephara, Sky's Blade",7,1.99,rare,"You may pay {W} and tap four untapped creatures you control with flying rather than pay this spell's mana cost.
Flying, lifelink
Other creatures you control with flying have indestructible. (Damage and effects that say ""destroy"" don't destroy them.)",7,Legendary Creature — Angel
Livia Prima,5,,{4}{U},Ashiok's Skulker,3,0.14,common,{3}{U}: Ashiok's Skulker can't be blocked this turn.,5,Creature — Nightmare
Livia Prima,5,,{3}{W}{W},Single Combat,,0.35,rare,"Each player chooses a creature or planeswalker they control, then sacrifices the rest. Players can't cast creature or planeswalker spells until the end of your next turn.",,Sorcery
Lucas Graciano,6,,{4}{G}{G},Vorstclaw,7,0.15,common,,7,Creature — Elemental Horror
Maekawa Yuichi,5,5,{4}{R},"Jaya, Venerated Firemage",,,uncommon,"If another red source you control would deal damage to a permanent or player, it deals that much damage plus 1 to that permanent or player instead.
[−2]: Jaya, Venerated Firemage deals 2 damage to any target.",,Legendary Planeswalker — Jaya
Maekawa Yuichi,6,4,{6},"Ugin, the Ineffable",,,rare,"Colorless spells you cast cost {2} less to cast.
[+1]: Exile the top card of your library face down and look at it. Create a 2/2 colorless Spirit creature token. When that token leaves the battlefield, put the exiled card into your hand.
[−3]: Destroy target permanent that's one or more colors.",,Legendary Planeswalker — Ugin
Magali Villeneuve,6,4,{4}{R}{R},"Chandra, Flame's Fury",,,mythic,"[+1]: Chandra, Flame's Fury deals 2 damage to any target.
[−2]: Chandra, Flame's Fury deals 4 damage to target creature and 2 damage to that creature's controller.
[−8]: Chandra, Flame's Fury deals 10 damage to target player and each creature that player controls.",,Legendary Planeswalker — Chandra
Magali Villeneuve,2,,{1}{U},Negate,,0.16,common,Counter target noncreature spell.,,Instant
Magali Villeneuve,6,,{4}{W}{W},Serra's Guardian,5,1,rare,"Flying (This creature can't be blocked except by creatures with flying or reach.)
Vigilance (Attacking doesn't cause this creature to tap.)
Other creatures you control have vigilance.",5,Creature — Angel
Magali Villeneuve,4,5,{3}{U},"Kasmina, Enigmatic Mentor",,0.35,uncommon,"Spells your opponents cast that target a creature or planeswalker you control cost {2} more to cast.
[−2]: Create a 2/2 blue Wizard creature token. Draw a card, then discard a card.",,Legendary Planeswalker — Kasmina
Magali Villeneuve,6,7,{3}{W/B}{W/B}{W/B},"Kaya, Bane of the Dead",,0.25,uncommon,"Your opponents and permanents your opponents control with hexproof can be the targets of spells and abilities you control as though they didn't have hexproof.
[−3]: Exile target creature.",,Legendary Planeswalker — Kaya
Magali Villeneuve,3,5,{1}{U}{U},"Narset, Parter of Veils",,4,uncommon,"Each opponent can't draw more than one card each turn.
[−2]: Look at the top four cards of your library. You may reveal a noncreature, nonland card from among them and put it into your hand. Put the rest on the bottom of your library in a random order.",,Legendary Planeswalker — Narset
Magali Villeneuve,2,,{1}{W},Rally of Wings,,0.21,uncommon,Untap all creatures you control. Creatures you control with flying get +2/+2 until end of turn.,,Instant
Magali Villeneuve,3,5,{2}{W},"Teyo, the Shieldmage",,0.25,uncommon,"You have hexproof. (You can't be the target of spells or abilities your opponents control.)
[−2]: Create a 0/3 white Wall creature token with defender.",,Legendary Planeswalker — Teyo
Magali Villeneuve,3,4,{2}{G},"Vivien, Champion of the Wilds",,1.98,rare,"You may cast creature spells as though they had flash.
[+1]: Until your next turn, up to one target creature gains vigilance and reach.
[−2]: Look at the top three cards of your library. Exile one face down and put the rest on the bottom of your library in any order. For as long as it remains exiled, you may look at that card and you may cast it if it's a creature card.",,Legendary Planeswalker — Vivien
Mark Behm,3,,{2}{R},"Krenko, Tin Street Kingpin",1,1.46,rare,"Whenever Krenko, Tin Street Kingpin attacks, put a +1/+1 counter on it, then create a number of 1/1 red Goblin creature tokens equal to Krenko's power.",2,Legendary Creature — Goblin
Mark Winters,1,,{W},Gods Willing,,0.22,uncommon,"Target creature you control gains protection from the color of your choice until end of turn. (It can't be blocked, targeted, dealt damage, enchanted, or equipped by anything of that color.)
Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.)",,Instant
Mark Zug,2,,{1}{W},Impassioned Orator,2,0.24,common,"Whenever another creature enters the battlefield under your control, you gain 1 life.",2,Creature — Human Cleric
Martina Pilcerova,5,,{5},Stone Golem,4,0.15,common,,4,Artifact Creature — Golem
Masuda Mikio,3,7,{2}{G/W},"Huatli, the Sun's Heart",,,uncommon,"Each creature you control assigns combat damage equal to its toughness rather than its power.
[−3]: You gain life equal to the greatest toughness among creatures you control.",,Legendary Planeswalker — Huatli
Mathias Kollros,3,,{2}{G},Feral Invocation,,0.15,common,"Flash (You may cast this spell any time you could cast an instant.)
Enchant creature
Enchanted creature gets +2/+2.",,Enchantment — Aura
Mathias Kollros,6,,{3}{G}{G}{G},"Gargos, Vicious Watcher",8,0.76,rare,"Vigilance
Hydra spells you cast cost {4} less to cast.
Whenever a creature you control becomes the target of a spell, Gargos, Vicious Watcher fights up to one target creature you don't control.",7,Legendary Creature — Hydra
Mathias Kollros,3,,{2}{G},Overgrowth Elemental,3,0.21,uncommon,"When Overgrowth Elemental enters the battlefield, put a +1/+1 counter on another target Elemental you control.
Whenever another creature you control dies, you gain 1 life. If that creature was an Elemental, put a +1/+1 counter on Overgrowth Elemental.",2,Creature — Elemental
Mathias Kollros,5,,{3}{G}{G},Silverback Shaman,5,0.15,common,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
When Silverback Shaman dies, draw a card.",4,Creature — Ape Shaman
Mathias Kollros,4,,{3}{G},Thicket Crasher,4,0.15,common,"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Other Elementals you control have trample.",3,Creature — Elemental Rhino
Mathias Kollros,5,,{3}{G}{U},Bioessence Hydra,4,0.5,rare,"Trample
Bioessence Hydra enters the battlefield with a +1/+1 counter on it for each loyalty counter on planeswalkers you control.
Whenever one or more loyalty counters are put on planeswalkers you control, put that many +1/+1 counters on Bioessence Hydra.",4,Creature — Hydra Mutant
Mathias Kollros,2,,{1}{R},Burning Prophet,1,0.15,common,"Whenever you cast a noncreature spell, Burning Prophet gets +1/+0 until end of turn, then scry 1.",3,Creature — Human Wizard
Mathias Kollros,2,,{1}{U},Callous Dismissal,,0.15,common,"Return target nonland permanent to its owner's hand.
Amass 1. (Put a +1/+1 counter on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,Sorcery
Mathias Kollros,6,,{5}{U},Kiora's Dambreaker,5,0.14,common,"When Kiora's Dambreaker enters the battlefield, proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",6,Creature — Leviathan
Mathias Kollros,3,,{U}{U}{R},Role Reversal,,0.35,rare,Exchange control of two target permanents that share a permanent type.,,Sorcery
Matt Cavotta,5,,{4}{W},Siege Mastodon,3,1.99,common,,5,Creature — Elephant
Matt Stewart,3,,{2}{W},Bastion Enforcer,3,0.25,common,,2,Creature — Dwarf Soldier
Matt Stewart,2,,{W}{W},Bishop of Wings,1,0.58,rare,"Whenever an Angel enters the battlefield under your control, you gain 4 life.
Whenever an Angel you control dies, create a 1/1 white Spirit creature token with flying.",4,Creature — Human Cleric
Matt Stewart,3,,{2}{G},Pulse of Murasa,,0.21,uncommon,Return target creature or land card from a graveyard to its owner's hand. You gain 6 life.,,Instant
Matt Stewart,4,,{3}{B},Charity Extractor,1,0.14,common,Lifelink,5,Creature — Human Knight
Matt Stewart,2,,{1}{G},Pollenbright Druid,1,0.15,common,"When Pollenbright Druid enters the battlefield, choose one —
• Put a +1/+1 counter on target creature.
• Proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",1,Creature — Elf Druid
Matthew D. Wilson,7,,{5}{R}{R},Dragon Mage,5,0.21,uncommon,"Flying
Whenever Dragon Mage deals combat damage to a player, each player discards their hand, then draws seven cards.",5,Creature — Dragon Wizard
Micah Epstein,6,,{4}{W}{W},Herald of the Sun,4,0.21,uncommon,"Flying
{3}{W}: Put a +1/+1 counter on another target creature with flying.",4,Creature — Angel
Micah Epstein,7,,{5}{U}{U},Scholar of the Ages,3,0.2,uncommon,"When Scholar of the Ages enters the battlefield, return up to two target instant and/or sorcery cards from your graveyard to your hand.",3,Creature — Human Wizard
Micah Epstein,2,,{1}{W},Show of Valor,,0.25,common,Target creature gets +2/+4 until end of turn.,,Instant
Micah Epstein,3,,{2}{G},Courage in Crisis,,0.15,common,"Put a +1/+1 counter on target creature, then proliferate. (Choose any number of permanents and/or players, then give each another counter of each kind already there.)",,Sorcery
Micah Epstein,2,,{1}{R},Nahiri's Stoneblades,,0.15,common,Up to two target creatures each get +2/+0 until end of turn.,,Instant
Michael Komarck,6,,{3}{W}{W}{W},Planar Cleansing,,0.33,rare,Destroy all nonland permanents.,,Sorcery
Mid,4,5,{3}{U},"Kasmina, Enigmatic Mentor",,,uncommon,"Spells your opponents cast that target a creature or planeswalker you control cost {2} more to cast.
[−2]: Create a 2/2 blue Wizard creature token. Draw a card, then discard a card.",,Legendary Planeswalker — Kasmina
Mid,6,7,{3}{W/B}{W/B}{W/B},"Kaya, Bane of the Dead",,,uncommon,"Your opponents and permanents your opponents control with hexproof can be the targets of spells and abilities you control as though they didn't have hexproof.
[−3]: Exile target creature.",,Legendary Planeswalker — Kaya
Miho Midorikawa,4,5,{2}{G}{W},"Ajani, the Greathearted",,,rare,"Creatures you control have vigilance.
[+1]: You gain 3 life.
[−2]: Put a +1/+1 counter on each creature you control and a loyalty counter on each other planeswalker you control.",,Legendary Planeswalker — Ajani
Mike Bierek,0,,,Swamp,,0.25,common,({T}: Add {B}.),,Basic Land — Swamp
Mike Bierek,3,,{1}{B}{B},Bleeding Edge,,0.2,uncommon,"Up to one target creature gets -2/-2 until end of turn. Amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,Sorcery
Mike Bierek,4,,{3}{U},Crush Dissent,,0.14,common,"Counter target spell unless its controller pays {2}.
Amass 2. (Put two +1/+1 counters on an Army you control. If you don't control one, create a 0/0 black Zombie Army creature token first.)",,Instant
